1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
6669, ocean, minecraft:lukewarm_ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
6670, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6671, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6672, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
6673, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
6674, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
6675, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
6676, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6677, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:blue_spotted_stingray, 5, 1, 2
6678, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:blue_tang, 10, 1, 2
6679, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:clownfish, 10, 1, 2
6680, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:cowfish, 5, 1, 2
6681, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:cuttlefish, 10, 1, 2
6682, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:lionfish, 10, 1, 3
6683, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:mahimahi, 10, 2, 4
6684, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:moray_eel, 5, 1, 1
6685, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:needlefish, 15, 1, 2
6686, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:rockfish, 15, 1, 3
6687, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:seahorse, 5, 1, 3
6688, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:stonefish, 5, 1, 1
6689, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:toadfish, 5, 1, 2
6690, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:triggerfish, 5, 1, 2
6691, ocean, minecraft:lukewarm_ocean, FISH, hybrid-aquatic:unicorn_fish, 15, 1, 3
6692, ocean, minecraft:lukewarm_ocean, FISH_UNDERGROUND, hybrid-aquatic:anglerfish, 15, 1, 2
6693, ocean, minecraft:lukewarm_ocean, JELLY, hybrid-aquatic:moon_jelly, 15, 2, 4
6694, ocean, minecraft:lukewarm_ocean, JELLY, hybrid-aquatic:sea_nettle, 10, 2, 3
6695, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:crab, 15, 2, 3
6696, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:giant_clam, 10, 2, 3
6697, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:hermit_crab, 15, 2, 3
6698, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:nudibranch, 5, 1, 3
6699, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:sea_cucumber, 10, 1, 3
6700, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:sea_urchin, 10, 2, 4
6701, ocean, minecraft:lukewarm_ocean, CRITTER, hybrid-aquatic:starfish, 10, 1, 4
6702, private, ad_astra:lunar_wastelands, MONSTER, ad_astra:corrupted_lunarian, 80, 1, 3
6703, private, ad_astra:lunar_wastelands, MONSTER, ad_astra:star_crawler, 80, 1, 3
6704, private, ad_astra:lunar_wastelands, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6705, private, betterend:lush_aurora_cave, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6706, private, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
6707, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
6708, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6709, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6710, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
6711, private, minecraft:lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
6712, private, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
6713, private, minecraft:lush_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6714, private, minecraft:lush_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6715, private, minecraft:lush_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6716, private, minecraft:lush_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6717, private, minecraft:lush_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6718, private, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6719, private, minecraft:lush_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6720, private, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
6721, private, minecraft:lush_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6722, private, minecraft:lush_caves, MONSTER, species:limpet, 10, 1, 1
6723, private, minecraft:lush_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6724, private, minecraft:lush_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6725, private, minecraft:lush_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6726, private, minecraft:lush_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6727, private, minecraft:lush_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6728, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
6729, private, minecraft:lush_caves, AMBIENT, clutter:mossbloom, 30, 1, 2
6730, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
6731, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6732, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6733, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6734, private, minecraft:lush_caves, GLARES, friendsandfoes:glare, 5, 1, 1
6735, private, terralith:lush_desert, MONSTER, minecraft:spider, 80, 4, 4
6736, private, terralith:lush_desert, MONSTER, minecraft:zombie, 19, 4, 4
6737, private, terralith:lush_desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
6738, private, terralith:lush_desert, MONSTER, minecraft:skeleton, 80, 4, 4
6739, private, terralith:lush_desert, MONSTER, minecraft:creeper, 80, 4, 4
6740, private, terralith:lush_desert, MONSTER, minecraft:slime, 80, 4, 4
6741, private, terralith:lush_desert, MONSTER, minecraft:enderman, 10, 1, 4
6742, private, terralith:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
6743, private, terralith:lush_desert, MONSTER, minecraft:husk, 80, 4, 4
6744, private, terralith:lush_desert, MONSTER, graveyard:nightmare, 10, 1, 1
6745, private, terralith:lush_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6746, private, terralith:lush_desert, CREATURE, minecraft:rabbit, 5, 2, 3
6747, private, terralith:lush_desert, CREATURE, friendsandfoes:mauler, 8, 1, 1
6748, private, terralith:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
6749, private, terralith:lush_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6750, private, terralith:lush_desert, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6751, desert, terrestria:lush_desert, MONSTER, minecraft:spider, 80, 4, 4
6752, desert, terrestria:lush_desert, MONSTER, minecraft:skeleton, 80, 4, 4
6753, desert, terrestria:lush_desert, MONSTER, minecraft:slime, 80, 4, 4
6754, desert, terrestria:lush_desert, MONSTER, minecraft:enderman, 10, 1, 4
6755, desert, terrestria:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
6756, desert, terrestria:lush_desert, MONSTER, minecraft:zombie, 19, 4, 4
6757, desert, terrestria:lush_desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
6758, desert, terrestria:lush_desert, MONSTER, minecraft:husk, 80, 4, 4
6759, desert, terrestria:lush_desert, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6760, desert, terrestria:lush_desert, MONSTER, enderzoology:infested_zombie, 5, 1, 4
6761, desert, terrestria:lush_desert, MONSTER, enderzoology:fallen_knight, 5, 4, 6
6762, desert, terrestria:lush_desert, MONSTER, enderzoology:enderminy, 30, 4, 4
6763, desert, terrestria:lush_desert, MONSTER, enderzoology:wither_witch, 5, 1, 1
6764, desert, terrestria:lush_desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6765, desert, terrestria:lush_desert, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6766, desert, terrestria:lush_desert, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
6767, desert, terrestria:lush_desert, MONSTER, adventurez:desert_rhino, 5, 1, 1
6768, desert, terrestria:lush_desert, MONSTER, elementalcreepers:fire_creeper, 25, 1, 2
6769, desert, terrestria:lush_desert, MONSTER, bewitchment:ghost, 20, 1, 1
6770, desert, terrestria:lush_desert, MONSTER, graveyard:nightmare, 10, 1, 1
6771, desert, terrestria:lush_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6772, desert, terrestria:lush_desert, CREATURE, minecraft:rabbit, 5, 2, 3
6773, desert, terrestria:lush_desert, CREATURE, enderzoology:owl, 5, 2, 3
6774, desert, terrestria:lush_desert, CREATURE, mythicmobs:drake, 5, 1, 4
6775, desert, terrestria:lush_desert, CREATURE, mythicmobs:kobold, 10, 3, 6
6776, desert, terrestria:lush_desert, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6777, desert, terrestria:lush_desert, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6778, desert, terrestria:lush_desert, CREATURE, bewitchment:snake, 6, 1, 2
6779, desert, terrestria:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
6780, desert, terrestria:lush_desert, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6781, private, wythers:lush_dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
6782, private, wythers:lush_dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
6783, private, wythers:lush_dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6784, private, wythers:lush_dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6785, private, wythers:lush_dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
6786, private, wythers:lush_dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
6787, private, wythers:lush_dripstone_caves, MONSTER, minecraft:enderman, 10, 1, 4
6788, private, wythers:lush_dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
6789, private, wythers:lush_dripstone_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6790, private, wythers:lush_dripstone_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6791, private, wythers:lush_dripstone_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6792, private, wythers:lush_dripstone_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6793, private, wythers:lush_dripstone_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6794, private, wythers:lush_dripstone_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6795, private, wythers:lush_dripstone_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6796, private, wythers:lush_dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6797, private, wythers:lush_dripstone_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6798, private, wythers:lush_dripstone_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6799, private, wythers:lush_dripstone_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6800, private, wythers:lush_dripstone_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6801, private, wythers:lush_dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
6802, private, wythers:lush_dripstone_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
6803, private, wythers:lush_dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6804, private, wythers:lush_dripstone_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6805, private, wythers:lush_dripstone_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6806, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
6807, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
6808, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6809, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6810, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
6811, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
6812, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:enderman, 10, 1, 4
6813, private, wythers:lush_fungous_dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
6814, private, wythers:lush_fungous_dripstone_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6815, private, wythers:lush_fungous_dripstone_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6816, private, wythers:lush_fungous_dripstone_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6817, private, wythers:lush_fungous_dripstone_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6818, private, wythers:lush_fungous_dripstone_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6819, private, wythers:lush_fungous_dripstone_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6820, private, wythers:lush_fungous_dripstone_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6821, private, wythers:lush_fungous_dripstone_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6822, private, wythers:lush_fungous_dripstone_caves, CREATURE, adventurez:brown_fungus, 8, 2, 3
6823, private, wythers:lush_fungous_dripstone_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6824, private, wythers:lush_fungous_dripstone_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6825, private, wythers:lush_fungous_dripstone_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6826, private, wythers:lush_fungous_dripstone_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6827, private, wythers:lush_fungous_dripstone_caves, CREATURE, adventurez:red_fungus, 8, 2, 3
6828, private, wythers:lush_fungous_dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
6829, private, wythers:lush_fungous_dripstone_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
6830, private, wythers:lush_fungous_dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6831, private, wythers:lush_fungous_dripstone_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6832, private, wythers:lush_fungous_dripstone_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6833, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:spider, 80, 4, 4
6834, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:zombie, 80, 4, 4
6835, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
6836, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6837, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:slime, 80, 4, 4
6838, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:enderman, 10, 1, 4
6839, plains, terrestria:lush_redwood_forest, MONSTER, minecraft:witch, 5, 1, 1
6840, plains, terrestria:lush_redwood_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6841, plains, terrestria:lush_redwood_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6842, plains, terrestria:lush_redwood_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6843, plains, terrestria:lush_redwood_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
6844, plains, terrestria:lush_redwood_forest, MONSTER, enderzoology:wither_witch, 5, 1, 1
6845, plains, terrestria:lush_redwood_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
6846, plains, terrestria:lush_redwood_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6847, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:cookie_creeper, 5, 1, 2
6848, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:dark_creeper, 12, 1, 1
6849, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:earth_creeper, 15, 1, 1
6850, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:electric_creeper, 7, 1, 1
6851, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:firework_creeper, 5, 1, 1
6852, plains, terrestria:lush_redwood_forest, MONSTER, bewitchment:ghost, 20, 1, 1
6853, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6854, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:hydrogen_creeper, 5, 1, 1
6855, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:illusion_creeper, 10, 1, 1
6856, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:light_creeper, 20, 1, 1
6857, plains, terrestria:lush_redwood_forest, MONSTER, adventurez:orc, 30, 2, 4
6858, plains, terrestria:lush_redwood_forest, MONSTER, elementalcreepers:reverse_creeper, 10, 1, 1
6859, plains, terrestria:lush_redwood_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6860, plains, terrestria:lush_redwood_forest, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
6861, plains, terrestria:lush_redwood_forest, MONSTER, bewitchment:vampire, 20, 1, 1
6862, plains, terrestria:lush_redwood_forest, MONSTER, weeping_angels:weeping_angel, 8, 1, 4
6863, plains, terrestria:lush_redwood_forest, MONSTER, bewitchment:werewolf, 20, 1, 1
6864, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
6865, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:pig, 10, 4, 4
6866, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
6867, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:cow, 8, 4, 4
6868, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:wolf, 8, 4, 4
6869, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:rabbit, 5, 2, 3
6870, plains, terrestria:lush_redwood_forest, CREATURE, minecraft:fox, 8, 2, 4
6871, plains, terrestria:lush_redwood_forest, CREATURE, enderzoology:owl, 5, 2, 3
6872, plains, terrestria:lush_redwood_forest, CREATURE, meadow:brown_bear, 5, 2, 3
6873, plains, terrestria:lush_redwood_forest, CREATURE, mythicmobs:drake, 5, 1, 4
6874, plains, terrestria:lush_redwood_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
6875, plains, terrestria:lush_redwood_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6876, plains, terrestria:lush_redwood_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6877, plains, terrestria:lush_redwood_forest, CREATURE, bewitchment:owl, 10, 1, 2
6878, plains, terrestria:lush_redwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
6879, plains, terrestria:lush_redwood_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
6880, private, wythers:lush_shroom_caves, MONSTER, minecraft:spider, 80, 4, 4
6881, private, wythers:lush_shroom_caves, MONSTER, minecraft:zombie, 80, 4, 4
6882, private, wythers:lush_shroom_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
6883, private, wythers:lush_shroom_caves, MONSTER, minecraft:skeleton, 80, 4, 4
6884, private, wythers:lush_shroom_caves, MONSTER, minecraft:creeper, 80, 4, 4
6885, private, wythers:lush_shroom_caves, MONSTER, minecraft:slime, 80, 4, 4
6886, private, wythers:lush_shroom_caves, MONSTER, minecraft:enderman, 10, 1, 4
6887, private, wythers:lush_shroom_caves, MONSTER, minecraft:witch, 5, 1, 1
6888, private, wythers:lush_shroom_caves, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
6889, private, wythers:lush_shroom_caves, MONSTER, enderzoology:infested_zombie, 23, 1, 4
6890, private, wythers:lush_shroom_caves, MONSTER, enderzoology:fallen_knight, 23, 4, 6
6891, private, wythers:lush_shroom_caves, MONSTER, enderzoology:enderminy, 30, 4, 4
6892, private, wythers:lush_shroom_caves, MONSTER, enderzoology:wither_witch, 5, 1, 1
6893, private, wythers:lush_shroom_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
6894, private, wythers:lush_shroom_caves, MONSTER, bewitchment:ghost, 20, 1, 1
6895, private, wythers:lush_shroom_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
6896, private, wythers:lush_shroom_caves, CREATURE, adventurez:brown_fungus, 8, 2, 3
6897, private, wythers:lush_shroom_caves, CREATURE, mythicmobs:drake, 5, 1, 4
6898, private, wythers:lush_shroom_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
6899, private, wythers:lush_shroom_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
6900, private, wythers:lush_shroom_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
6901, private, wythers:lush_shroom_caves, CREATURE, adventurez:red_fungus, 8, 2, 3
6902, private, wythers:lush_shroom_caves, AMBIENT, minecraft:bat, 10, 8, 8
